question_id,set,difficulty,time_limit_ms,mode,instruction_en,instruction_hi,option_1,option_2,option_3,correct_positions,category,trap,twist_eligible,points
Q000181,daily-010,1,4000,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,LEFT,RIGHT,MIDDLE,1,position,,yes,12
Q000182,daily-010,1,4000,except,TAP BOTH EXCEPT COOK,COOK छोड़कर बाकी दोनों पर टैप करें,COOK,FROST,DELHI,"2,3",mixed,,no,15
Q000183,daily-010,2,3200,go,TAP 76,76 पर टैप करें,18,76,87,2,mixed,,no,12
Q000184,daily-010,2,3200,except,TAP BOTH EXCEPT FOOT,FOOT छोड़कर बाकी दोनों पर टैप करें,CLOCK,FOOT,COW,"1,3",mixed,,no,17
Q000185,daily-010,2,3200,hold,DON'T TAP IF YOU SEE MUMBAI,अगर MUMBAI दिखे तो टैप न करें,POTTER,MUMBAI,HAIL,,mixed,no_go,no,17
Q000186,daily-010,3,2600,go,TAP DRIVER,DRIVER पर टैप करें,DRIVER,ONAM,KURTA,1,mixed,,yes,13
Q000187,daily-010,3,2600,except,TAP BOTH EXCEPT SQUIRREL,SQUIRREL छोड़कर बाकी दोनों पर टैप करें,SCARF,SQUIRREL,TRACTOR,"1,3",mixed,,no,20
Q000188,daily-010,3,2600,except,TAP BOTH EXCEPT MORNING,MORNING छोड़कर बाकी दोनों पर टैप करें,MORNING,MIRROR,SITAR,"2,3",mixed,,no,20
Q000189,daily-010,3,2600,except,TAP BOTH EXCEPT LYCHEE,LYCHEE छोड़कर बाकी दोनों पर टैप करें,CREASE,LYCHEE,TABLE,"1,3",mixed,,no,20
Q000190,daily-010,4,2100,except,TAP BOTH EXCEPT RUNOUT,RUNOUT छोड़कर बाकी दोनों पर टैप करें,RUNOUT,BUFFALO,KOLKATA,"2,3",mixed,,no,23
Q000191,daily-010,4,2100,hold,DON'T TAP IF YOU SEE SUN,अगर SUN दिखे तो टैप न करें,SQUIRREL,FISH,VEENA,"1,2,3",mixed,,no,23
Q000192,daily-010,4,2100,except,TAP BOTH EXCEPT GOLDEN,GOLDEN छोड़कर बाकी दोनों पर टैप करें,GOLDEN,DRUM,HAIR,"2,3",mixed,,no,23
Q000193,daily-010,4,2100,rule,TAP THE FESTIVAL,त्योहार पर टैप करें,DIWALI,PENCIL,TIGER,1,festival,,yes,18
Q000194,daily-010,4,2100,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,RIGHT,MIDDLE,LEFT,3,position,slot_conflict,yes,18
Q000195,daily-010,5,1700,go,TAP CROWN,CROWN पर टैप करें,CROWN,JEEP,CROW,1,mixed,lookalike,yes,18
Q000196,daily-010,5,1700,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,LEFT,MIDDLE,RIGHT,2,position,,yes,21
Q000197,daily-010,5,1700,go,TAP FOOT,FOOT पर टैप करें,LADDU,MYSURU,FOOT,3,mixed,,yes,18
Q000198,daily-010,5,1700,rule,TAP THE FRUIT,फल पर टैप करें,LAMP,SLATE,LYCHEE,3,fruit,,yes,21
Q000199,daily-010,5,1700,go,TAP CROW,CROW पर टैप करें,MANGO,CROWN,CROW,3,mixed,lookalike,yes,18
Q000200,daily-010,5,1700,except,TAP BOTH EXCEPT TODAY,TODAY छोड़कर बाकी दोनों पर टैप करें,HAIL,SURAT,TODAY,"1,2",mixed,,no,26
Q000201,daily-011,1,4000,rule,TAP THE ANIMAL,जानवर पर टैप करें,MOUNTAIN,DOG,MIRROR,2,animal,,no,12
Q000202,daily-011,1,4000,go,TAP 82,82 पर टैप करें,82,40,56,1,mixed,,no,10
Q000203,daily-011,2,3200,hold,DON'T TAP IF YOU SEE RAIN,अगर RAIN दिखे तो टैप न करें,NOSE,RAIN,FOREST,,mixed,no_go,no,17
Q000204,daily-011,2,3200,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,53,67,60,3,even,,no,14
Q000205,daily-011,2,3200,except,TAP BOTH EXCEPT BALL,BALL छोड़कर बाकी दोनों पर टैप करें,SAMOSA,CUBE,BALL,"1,2",mixed,,no,17
Q000206,daily-011,3,2600,go,TAP BOAT,BOAT पर टैप करें,GOAT,THUNDER,BOAT,3,mixed,,yes,13
Q000207,daily-011,3,2600,go,TAP 70,70 पर टैप करें,70,TWO,2,1,mixed,digit_word,yes,13
Q000208,daily-011,3,2600,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,MIDDLE,LEFT,RIGHT,1,position,slot_conflict,yes,16
Q000209,daily-011,3,2600,hold,DON'T TAP IF YOU SEE MORNING,अगर MORNING दिखे तो टैप न करें,PAPAYA,ARROW,BARBER,"1,2,3",mixed,,no,20
Q000210,daily-011,4,2100,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,7,16,75,1,smallest,,yes,18
Q000211,daily-011,4,2100,rule,TAP THE SHAPE,आकृति पर टैप करें,BROOM,STAR,EAR,2,shape,,yes,18
Q000212,daily-011,4,2100,go,TAP RUNOUT,RUNOUT पर टैप करें,RUNOUT,CHENNAI,MOUSE,1,mixed,,yes,15
Q000213,daily-011,4,2100,go,TAP BAG,BAG पर टैप करें,BAG,BAT,NAVRATRI,1,mixed,lookalike,yes,15
Q000214,daily-011,4,2100,rule,TAP THE COLOUR,रंग पर टैप करें,GOLDEN,CLOUDY,SONG,1,colour,,yes,18
Q000215,daily-011,5,1700,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,83,45,50,3,even,,yes,21
Q000216,daily-011,5,1700,rule,TAP THE ANIMAL,जानवर पर टैप करें,SNAKE,SUN,TAILOR,1,animal,,yes,21
Q000217,daily-011,5,1700,hold,DON'T TAP IF YOU SEE DOCTOR,अगर DOCTOR दिखे तो टैप न करें,DOCTOR,FLUTE,CHRISTMAS,,mixed,no_go,no,26
Q000218,daily-011,5,1700,except,TAP BOTH EXCEPT BUCKET,BUCKET छोड़कर बाकी दोनों पर टैप करें,FARMER,BUCKET,MONKEY,"1,3",mixed,,no,26
Q000219,daily-011,5,1700,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,35,50,9,2,even,,yes,21
Q000220,daily-011,5,1700,go,TAP ORANGE,ORANGE पर टैप करें,JAIPUR,ORANGE,BELL,2,mixed,,yes,18
Q000221,daily-012,1,4000,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,RIGHT,LEFT,MIDDLE,3,position,slot_conflict,yes,12
Q000222,daily-012,1,4000,go,TAP MAP,MAP पर टैप करें,MAP,METRO,BROWN,1,mixed,,no,10
Q000223,daily-012,2,3200,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,MIDDLE,RIGHT,LEFT,3,position,slot_conflict,yes,14
Q000224,daily-012,2,3200,go,TAP OVER,OVER पर टैप करें,OVER,STATION,BENCH,1,mixed,,no,12
Q000225,daily-012,2,3200,except,TAP BOTH EXCEPT HALWA,HALWA छोड़कर बाकी दोनों पर टैप करें,HEART,HALWA,STATION,"1,3",mixed,,no,17
Q000226,daily-012,3,2600,hold,DON'T TAP IF YOU SEE DHOTI,अगर DHOTI दिखे तो टैप न करें,TEMPLE,DHOTI,DOOR,,mixed,no_go,no,20
Q000227,daily-012,3,2600,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,LEFT,RIGHT,MIDDLE,2,position,slot_conflict,yes,16
Q000228,daily-012,3,2600,go,TAP 66,66 पर टैप करें,66,10,TEN,1,mixed,digit_word,yes,13
Q000229,daily-012,3,2600,rule,TAP THE FESTIVAL,त्योहार पर टैप करें,SHIRT,EID,HYDERABAD,2,festival,,no,16
Q000230,daily-012,4,2100,go,TAP 8,8 पर टैप करें,8,77,EIGHT,1,mixed,digit_word,yes,15
Q000231,daily-012,4,2100,hold,DON'T TAP IF YOU SEE TOMORROW,अगर TOMORROW दिखे तो टैप न करें,BUS,BELL,GREEN,"1,2,3",mixed,,no,23
Q000232,daily-012,4,2100,except,TAP BOTH EXCEPT BROWN,BROWN छोड़कर बाकी दोनों पर टैप करें,BAISAKHI,BROWN,BUFFALO,"1,3",mixed,,no,23
Q000233,daily-012,4,2100,hold,DON'T TAP IF YOU SEE MARKET,अगर MARKET दिखे तो टैप न करें,PINK,SQUARE,MARKET,,mixed,no_go,no,23
Q000234,daily-012,4,2100,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,RIGHT,LEFT,MIDDLE,1,position,slot_conflict,yes,18
Q000235,daily-012,5,1700,except,TAP BOTH EXCEPT TRIANGLE,TRIANGLE छोड़कर बाकी दोनों पर टैप करें,TRIANGLE,IDLI,PANEER,"2,3",mixed,,no,26
Q000236,daily-012,5,1700,rule,TAP THE ODD NUMBER,विषम संख्या पर टैप करें,41,32,6,1,odd,,yes,21
Q000237,daily-012,5,1700,except,TAP BOTH EXCEPT MONTH,MONTH छोड़कर बाकी दोनों पर टैप करें,FIELD,MONTH,PAPAYA,"1,3",mixed,,no,26
Q000238,daily-012,5,1700,go,TAP PEACOCK,PEACOCK पर टैप करें,SUN,POMEGRANATE,PEACOCK,3,mixed,,yes,18
Q000239,daily-012,5,1700,except,TAP BOTH EXCEPT VEENA,VEENA छोड़कर बाकी दोनों पर टैप करें,BELL,VEENA,RULER,"1,3",mixed,,no,26
Q000240,daily-012,5,1700,go,TAP CAT,CAT पर टैप करें,HYDERABAD,CAP,CAT,3,mixed,lookalike,yes,18
Q000241,daily-013,1,4000,hold,DON'T TAP IF YOU SEE CIRCLE,अगर CIRCLE दिखे तो टैप न करें,CIRCLE,TRACTOR,KURTA,,mixed,no_go,no,15
Q000242,daily-013,1,4000,hold,DON'T TAP IF YOU SEE CLOUDY,अगर CLOUDY दिखे तो टैप न करें,LUCKNOW,CLOUDY,PANEER,,mixed,no_go,no,15
Q000243,daily-013,2,3200,hold,DON'T TAP IF YOU SEE FOREST,अगर FOREST दिखे तो टैप न करें,SUNNY,SITAR,FOREST,,mixed,no_go,no,17
Q000244,daily-013,2,3200,go,TAP 72,72 पर टैप करें,27,72,16,2,mixed,,no,12
Q000245,daily-013,2,3200,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,MIDDLE,RIGHT,LEFT,2,position,slot_conflict,yes,14
Q000246,daily-013,3,2600,rule,TAP THE CITY,शहर पर टैप करें,INDORE,SCOOTER,TRACTOR,1,city,,no,16
Q000247,daily-013,3,2600,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,RIGHT,MIDDLE,LEFT,2,position,,yes,16
Q000248,daily-013,3,2600,rule,TAP THE ODD NUMBER,विषम संख्या पर टैप करें,86,35,34,2,odd,,no,16
Q000249,daily-013,3,2600,rule,TAP THE VEHICLE,वाहन पर टैप करें,TRIANGLE,RICKSHAW,FOREST,2,vehicle,,no,16
Q000250,daily-013,4,2100,go,TAP CIRCLE,CIRCLE पर टैप करें,CIRCLE,DRUM,STATION,1,mixed,,yes,15
Q000251,daily-013,4,2100,rule,TAP THE FESTIVAL,त्योहार पर टैप करें,BAISAKHI,CUBE,HOSPITAL,1,festival,,yes,18
Q000252,daily-013,4,2100,go,TAP KNEE,KNEE पर टैप करें,COCONUT,KNEE,HEART,2,mixed,,yes,15
Q000253,daily-013,4,2100,go,TAP BANGLE,BANGLE पर टैप करें,BANGLE,HELMET,BENCH,1,mixed,,yes,15
Q000254,daily-013,4,2100,except,TAP BOTH EXCEPT GARDEN,GARDEN छोड़कर बाकी दोनों पर टैप करें,OFFICE,TOMORROW,GARDEN,"1,2",mixed,,no,23
Q000255,daily-013,5,1700,hold,DON'T TAP IF YOU SEE LEHENGA,अगर LEHENGA दिखे तो टैप न करें,SIXER,LEHENGA,SQUIRREL,,mixed,no_go,no,26
Q000256,daily-013,5,1700,rule,TAP THE FESTIVAL,त्योहार पर टैप करें,BAISAKHI,SHOP,DRUM,1,festival,,yes,21
Q000257,daily-013,5,1700,rule,TAP THE ANIMAL,जानवर पर टैप करें,KOCHI,SAREE,CAMEL,3,animal,,yes,21
Q000258,daily-013,5,1700,go,TAP GRAPES,GRAPES पर टैप करें,GRAPES,ORANGE,SQUIRREL,1,mixed,,yes,18
Q000259,daily-013,5,1700,go,TAP UPMA,UPMA पर टैप करें,UPMA,HOSPITAL,WHITE,1,mixed,,yes,18
Q000260,daily-013,5,1700,go,TAP RISE,RISE पर टैप करें,HELMET,RISE,RICE,2,mixed,lookalike,yes,18
Q000261,daily-014,1,4000,rule,TAP THE FESTIVAL,त्योहार पर टैप करें,PONGAL,NIGHT,RAINY,1,festival,,no,12
Q000262,daily-014,1,4000,hold,DON'T TAP IF YOU SEE PAPAYA,अगर PAPAYA दिखे तो टैप न करें,SIXER,PAPAYA,MAP,,mixed,no_go,no,15
Q000263,daily-014,2,3200,go,TAP 40,40 पर टैप करें,18,36,40,3,mixed,,no,12
Q000264,daily-014,2,3200,go,TAP 15,15 पर टैप करें,91,34,15,3,mixed,,no,12
Q000265,daily-014,2,3200,except,TAP BOTH EXCEPT CHUTNEY,CHUTNEY छोड़कर बाकी दोनों पर टैप करें,CHUTNEY,FIELD,DRIVER,"2,3",mixed,,no,17
Q000266,daily-014,3,2600,go,TAP 5,5 पर टैप करें,FIVE,5,78,2,mixed,digit_word,yes,13
Q000267,daily-014,3,2600,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,MIDDLE,RIGHT,LEFT,1,position,slot_conflict,yes,16
Q000268,daily-014,3,2600,go,TAP CROSS,CROSS पर टैप करें,CROSS,STAR,START,1,mixed,lookalike,yes,13
Q000269,daily-014,3,2600,hold,DON'T TAP IF YOU SEE POMEGRANATE,अगर POMEGRANATE दिखे तो टैप न करें,POMEGRANATE,DEER,EYE,,mixed,no_go,no,20
Q000270,daily-014,4,2100,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,LEFT,RIGHT,MIDDLE,2,position,slot_conflict,yes,18
Q000271,daily-014,4,2100,rule,TAP THE VEHICLE,वाहन पर टैप करें,NAGPUR,TABLA,CYCLE,3,vehicle,,yes,18
Q000272,daily-014,4,2100,hold,DON'T TAP IF YOU SEE SLATE,अगर SLATE दिखे तो टैप न करें,ROTI,SHIRT,SLATE,,mixed,no_go,no,23
Q000273,daily-014,4,2100,except,TAP BOTH EXCEPT TODAY,TODAY छोड़कर बाकी दोनों पर टैप करें,BOOK,TODAY,LADDU,"1,3",mixed,,no,23
Q000274,daily-014,4,2100,go,TAP NAGPUR,NAGPUR पर टैप करें,BUS,CATCH,NAGPUR,3,mixed,,yes,15
Q000275,daily-014,5,1700,rule,TAP THE VEHICLE,वाहन पर टैप करें,SAREE,CHALK,JEEP,3,vehicle,,yes,21
Q000276,daily-014,5,1700,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,RIGHT,LEFT,MIDDLE,1,position,slot_conflict,yes,21
Q000277,daily-014,5,1700,go,TAP BAT,BAT पर टैप करें,BAT,ROTI,ROTA,1,mixed,lookalike,yes,18
Q000278,daily-014,5,1700,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,90,61,34,3,smallest,,yes,21
Q000279,daily-014,5,1700,go,TAP MOON,MOON पर टैप करें,NOON,MOON,RAINY,2,mixed,lookalike,yes,18
Q000280,daily-014,5,1700,rule,TAP THE COLOUR,रंग पर टैप करें,BAG,FARMER,GREEN,3,colour,,yes,21
Q000281,daily-015,1,4000,go,TAP LOHRI,LOHRI पर टैप करें,LOHRI,DHOL,BANGLE,1,mixed,,no,10
Q000282,daily-015,1,4000,go,TAP NOON,NOON पर टैप करें,SHOP,NOON,MYSURU,2,mixed,,no,10
Q000283,daily-015,2,3200,rule,TAP THE COLOUR,रंग पर टैप करें,TAILOR,PURPLE,SHIRT,2,colour,,no,14
Q000284,daily-015,2,3200,go,TAP PONGAL,PONGAL पर टैप करें,FISH,PONGAL,GUAVA,2,mixed,,no,12
Q000285,daily-015,2,3200,except,TAP BOTH EXCEPT WINDOW,WINDOW छोड़कर बाकी दोनों पर टैप करें,SIXER,GRAPES,WINDOW,"1,2",mixed,,no,17
Q000286,daily-015,3,2600,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,49,30,7,2,even,,no,16
Q000287,daily-015,3,2600,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,MIDDLE,RIGHT,LEFT,1,position,slot_conflict,yes,16
Q000288,daily-015,3,2600,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,RIGHT,MIDDLE,LEFT,1,position,slot_conflict,yes,16
Q000289,daily-015,3,2600,go,TAP GOLDEN,GOLDEN पर टैप करें,VADA,GOLDEN,NOON,2,mixed,,yes,13
Q000290,daily-015,4,2100,hold,DON'T TAP IF YOU SEE BEAT,अगर BEAT दिखे तो टैप न करें,JEEP,BELL,BEAT,,mixed,no_go,no,23
Q000291,daily-015,4,2100,hold,DON'T TAP IF YOU SEE DOG,अगर DOG दिखे तो टैप न करें,WHITE,FLUTE,DOG,,mixed,no_go,no,23
Q000292,daily-015,4,2100,hold,DON'T TAP IF YOU SEE UPMA,अगर UPMA दिखे तो टैप न करें,WATERMELON,HYDERABAD,ELEPHANT,"1,2,3",mixed,,no,23
Q000293,daily-015,4,2100,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,MIDDLE,LEFT,RIGHT,2,position,slot_conflict,yes,18
Q000294,daily-015,4,2100,except,TAP BOTH EXCEPT NIGHT,NIGHT छोड़कर बाकी दोनों पर टैप करें,DAL,SHOP,NIGHT,"1,2",mixed,,no,23
Q000295,daily-015,5,1700,rule,TAP THE VEHICLE,वाहन पर टैप करें,WHISTLE,BUS,SUNNY,2,vehicle,,yes,21
Q000296,daily-015,5,1700,go,TAP ELEVEN,ELEVEN पर टैप करें,11,ELEVEN,88,2,mixed,digit_word,yes,18
Q000297,daily-015,5,1700,go,TAP APPLE,APPLE पर टैप करें,APPLE,SLATE,LAMP,1,mixed,,yes,18
Q000298,daily-015,5,1700,rule,TAP THE SHAPE,आकृति पर टैप करें,HEART,SAREE,DIWALI,1,shape,,yes,21
Q000299,daily-015,5,1700,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,RIGHT,MIDDLE,LEFT,3,position,slot_conflict,yes,21
Q000300,daily-015,5,1700,except,TAP BOTH EXCEPT CLOUD,CLOUD छोड़कर बाकी दोनों पर टैप करें,CLOUD,SHIRT,MOUSE,"2,3",mixed,,no,26
Q000301,daily-016,1,4000,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,LEFT,MIDDLE,RIGHT,1,position,,yes,12
Q000302,daily-016,1,4000,rule,TAP THE COLOUR,रंग पर टैप करें,RUNOUT,OVAL,RED,3,colour,,no,12
Q000303,daily-016,2,3200,hold,DON'T TAP IF YOU SEE APPLE,अगर APPLE दिखे तो टैप न करें,APPLE,BRIDGE,NOON,,mixed,no_go,no,17
Q000304,daily-016,2,3200,except,TAP BOTH EXCEPT TOMORROW,TOMORROW छोड़कर बाकी दोनों पर टैप करें,THUNDER,BUS,TOMORROW,"1,2",mixed,,no,17
Q000305,daily-016,2,3200,except,TAP BOTH EXCEPT BIRYANI,BIRYANI छोड़कर बाकी दोनों पर टैप करें,BIRYANI,VEENA,RICKSHAW,"2,3",mixed,,no,17
Q000306,daily-016,3,2600,go,TAP DUSSEHRA,DUSSEHRA पर टैप करें,DUSSEHRA,FOG,BEAT,1,mixed,,yes,13
Q000307,daily-016,3,2600,hold,DON'T TAP IF YOU SEE VADA,अगर VADA दिखे तो टैप न करें,NAGPUR,BUCKET,VADA,,mixed,no_go,no,20
Q000308,daily-016,3,2600,hold,DON'T TAP IF YOU SEE MIRROR,अगर MIRROR दिखे तो टैप न करें,MIRROR,ROTI,BIRYANI,,mixed,no_go,no,20
Q000309,daily-016,3,2600,go,TAP 76,76 पर टैप करें,2,TWO,76,3,mixed,digit_word,yes,13
Q000310,daily-016,4,2100,go,TAP HOLI,HOLI पर टैप करें,COCONUT,ELBOW,HOLI,3,mixed,,yes,15
Q000311,daily-016,4,2100,go,TAP MANGO,MANGO पर टैप करें,MANGO,ROTA,ROTI,1,mixed,lookalike,yes,15
Q000312,daily-016,4,2100,hold,DON'T TAP IF YOU SEE TRACTOR,अगर TRACTOR दिखे तो टैप न करें,BANGLE,SAND,DHOTI,"1,2,3",mixed,,no,23
Q000313,daily-016,4,2100,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,36,85,25,1,even,,yes,18
Q000314,daily-016,4,2100,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,RIGHT,MIDDLE,LEFT,3,position,slot_conflict,yes,18
Q000315,daily-016,5,1700,except,TAP BOTH EXCEPT POTTER,POTTER छोड़कर बाकी दोनों पर टैप करें,FINGER,POTTER,CLOCK,"1,3",mixed,,no,26
